"TARGET"
0.357591
0.410016
0.449134
0.319814
0.424195
0.368015
0.507257
0.513257
0.489324
0.501257
0.648611
0.340361
0.371468
0.326618
0.262394
0.336909
0.368015
0.402977
0.364529
0.330071
0.357591
0.302786
0.357591
0.411357
0.404016
0.324506
0.345959
0.360339
0.32092
0.376697
0.404753
0.45091
0.408273
0.411792
0.362786
0.235813
0.16408
0.193175
0.173734
0.212785
0.30959
0.30959
0.269098
0.350685
0.340361
0.336909
0.262394
0.264238
0.286428
0.27902
0.283947
0.291389
0.249522
0.240774
0.369758
0.387189
0.352429
0.30111
0.600577
0.673047
0.593236
0.639359
0.661784
0.611605
0.733885
0.50367
0.545637
0.568498
0.782958
0.673047
0.558677
0.678711
0.639359
0.646834
0.637516
0.535246
0.522743
0.667415
0.551436
0.48376
0.714779
0.646834
0.67117
0.60423
0.593236
0.564107
0.537056
0.701438
0.665538
0.772668
0.631918
0.673047
0.674924
0.501659
0.509536
0.499011
0.553313
0.488553
0.45996
0.641538
0.850903
0.726947
0.818523
0.37844
0.658432
0.60423
0.631918
0.602387
0.593236
0.575001
0.667415
0.535246
0.691952
0.735863
0.650555
0.569537
0.77659
0.662488
0.660443
0.600141
0.606107
0.515872
0.369758
0.440184
0.453592
0.413569
0.395937
0.498777
0.400328
0.467067
0.33949
0.422418
0.458083
0.431267
0.211544
0.303221
0.286294
0.252807
0.227969
0.199276
0.288405
0.395937
0.259076
0.348104
0.322361
0.39815
0.374082
0.426843
0.387189
0.365401
0.348104
0.284215
0.415781
0.311702
0.298964
0.166896
0.333054
0.307445
0.302182
0.252539
0.305132
0.337814
0.226628
0.290417
0.246573
0.259076
0.275802
0.335199
0.358898
0.352429
0.318104
0.279992
0.191164
0.382831
0.27788
0.240371
0.292629
0.352429
0.225924
0.213589
0.354574
0.284215
0.433513
0.415781
0.371904
0.303221
0.294741
0.363222
0.174941
0.303221
0.265344
0.39815
0.333054
0.324506
0.30959
0.307445
0.348104
0.305333
0.35025
0.376261
0.236248
0.256997
0.27369
0.265344
0.248651
0.418731
0.54319
0.508698
0.576174
0.416887
0.440921
0.527805
0.589884
0.501056
0.499179
0.484028
0.580096
0.474609
0.550934
0.599705
0.560621
0.597727
0.552844
0.422418
0.580096
0.48024
0.400328
0.433513
0.489693
0.527805
0.53357
0.562531
0.545135
0.482151
0.657359
0.619448
0.617471
0.504877
0.52395
0.605605
0.48795
0.470553
0.609258
0.405424
0.533704
0.613515
0.570342
0.572286
0.607582
0.591828
0.65337
0.448363
0.313847
0.459592
0.402172
0.394865
0.548989
0.347736
0.3712
